Date,Month,Day,Year,Patron,University,Program
11/25/12,11,25,2012,,University of Maryland at Baltimore County (UMBC),Other
11/25/12,11,25,2012,,University of Maryland at College Park (UMCP),Biological Sciences
11/25/12,11,25,2012,,University of Maryland at College Park (UMCP),Business
11/25/12,11,25,2012,,University of Maryland at College Park (UMCP),Business
11/25/12,11,25,2012,,University of Maryland at College Park (UMCP),Other
11/25/12,11,25,2012,,"University of Maryland, University College (UMUC)",Other
11/25/12,11,25,2012,,University of Maryland at College Park (UMCP),Communication
11/25/12,11,25,2012,,"University of Maryland, University College (UMUC)",Other
11/25/12,11,25,2012,,"University of Maryland, University College (UMUC)",Other
11/25/12,11,25,2012,,University of Maryland at Baltimore (UMB),Other
11/25/12,11,25,2012,,University of Maryland at College Park (UMCP),Biological Sciences
11/25/12,11,25,2012,,University of Baltimore (UB),Other
11/25/12,11,25,2012,,University of Maryland at Baltimore (UMB),Nursing
11/25/12,11,25,2012,,Towson University,Psychology
11/25/12,11,25,2012,,"University of Maryland, University College (UMUC)",Other
11/25/12,11,25,2012,,University of Maryland at College Park (UMCP),Biological Sciences
11/25/12,11,25,2012,,University of Maryland at College Park (UMCP),Business
11/25/12,11,25,2012,,"University of Maryland, University College (UMUC)",Other
11/25/12,11,25,2012,,"University of Maryland, University College (UMUC)",Other
11/25/12,11,25,2012,,"University of Maryland, University College (UMUC)",Other
11/25/12,11,25,2012,,Towson University,Other
11/25/12,11,25,2012,,"University of Maryland, University College (UMUC)",Business
11/25/12,11,25,2012,,University of Maryland at College Park (UMCP),Business
11/25/12,11,25,2012,,"University of Maryland, University College (UMUC)",Other
11/22/12,11,22,2012,,University of Maryland at Baltimore County (UMBC),Social Work
11/20/12,11,20,2012,,"University of Maryland, University College (UMUC)",Psychology
11/20/12,11,20,2012,,University of Maryland at Baltimore County (UMBC),Political Science
11/20/12,11,20,2012,,University of Maryland at Baltimore County (UMBC),Political Science
11/20/12,11,20,2012,,University of Maryland at College Park (UMCP),Biological Sciences
11/20/12,11,20,2012,,University of Maryland at Baltimore County (UMBC),Political Science
11/20/12,11,20,2012,,University of Maryland at College Park (UMCP),Biological Sciences
11/20/12,11,20,2012,,University of Maryland at College Park (UMCP),Other
11/20/12,11,20,2012,,University of Maryland at College Park (UMCP),Other
11/20/12,11,20,2012,,Towson University,Psychology
11/20/12,11,20,2012,,University of Maryland at College Park (UMCP),Other
11/20/12,11,20,2012,,University of Maryland at College Park (UMCP),Other
11/20/12,11,20,2012,,"University of Maryland, University College (UMUC)",Other
11/20/12,11,20,2012,,Bowie State University,Other
11/20/12,11,20,2012,,University of Maryland at Baltimore County (UMBC),Social Work
11/20/12,11,20,2012,,University of Maryland at Baltimore County (UMBC),Psychology
11/20/12,11,20,2012,,University of Maryland at Baltimore County (UMBC),Psychology
11/20/12,11,20,2012,,University of Maryland at Baltimore County (UMBC),Political Science
11/20/12,11,20,2012,,"University of Maryland, University College (UMUC)",Other
11/20/12,11,20,2012,,University of Maryland at College Park (UMCP),Biological Sciences
11/20/12,11,20,2012,,"University of Maryland, University College (UMUC)",Other
11/20/12,11,20,2012,,"University of Maryland, University College (UMUC)",Other
11/20/12,11,20,2012,,"University of Maryland, University College (UMUC)",Other
11/20/12,11,20,2012,,University of Maryland at Baltimore County (UMBC),Political Science
11/20/12,11,20,2012,,University of Maryland at College Park (UMCP),Other
11/20/12,11,20,2012,,University of Maryland at College Park (UMCP),Communication
11/20/12,11,20,2012,,"University of Maryland, University College (UMUC)",Other
11/20/12,11,20,2012,,"University of Maryland, University College (UMUC)",Business
11/20/12,11,20,2012,,"University of Maryland, University College (UMUC)",Business
11/20/12,11,20,2012,,University of Maryland at Baltimore (UMB),Other
11/20/12,11,20,2012,,University of Maryland at College Park (UMCP),Communication
11/20/12,11,20,2012,,University of Maryland at College Park (UMCP),Other
11/20/12,11,20,2012,,"University of Maryland, University College (UMUC)",Biological Sciences
11/20/12,11,20,2012,,Salisbury University,Respiratory Therapy
11/20/12,11,20,2012,,Salisbury University,Respiratory Therapy
11/20/12,11,20,2012,,Salisbury University,Respiratory Therapy
11/20/12,11,20,2012,,"University of Maryland, University College (UMUC)",Other
11/20/12,11,20,2012,,University of Maryland at Baltimore (UMB),Pharmacy
11/19/12,11,19,2012,,University of Maryland at Baltimore County (UMBC),Biological Sciences
11/18/12,11,18,2012,,University of Maryland at College Park (UMCP),Psychology
11/17/12,11,17,2012,,University of Maryland at Baltimore (UMB),Pharmacy
5/22/14,5,22,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Education
5/22/14,5,22,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Psychology
5/22/14,5,22,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/22/14,5,22,2014,Grad,"University of Maryland, University College (UMUC)",Business
5/21/14,5,21,2014,Grad,University of Maryland at College Park (UMCP),Education
5/21/14,5,21,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/21/14,5,21,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/21/14,5,21,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/21/14,5,21,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/21/14,5,21,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/21/14,5,21,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/21/14,5,21,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/21/14,5,21,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Criminology & Criminal Justice
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/20/14,5,20,2014,Grad,"University of Maryland, University College (UMUC)",Education
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/20/14,5,20,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/20/14,5,20,2014,Grad,"University of Maryland, University College (UMUC)",Education
5/20/14,5,20,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Other
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/20/14,5,20,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/20/14,5,20,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/20/14,5,20,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/20/14,5,20,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/20/14,5,20,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/20/14,5,20,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/20/14,5,20,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/20/14,5,20,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/20/14,5,20,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/20/14,5,20,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Communication
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Other
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/20/14,5,20,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/20/14,5,20,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Education
5/20/14,5,20,2014,Undergrad,University of Maryland at College Park (UMCP),Criminology & Criminal Justice
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Grad,University of Maryland at College Park (UMCP),Education
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Other
5/19/14,5,19,2014,Undergrad,Towson University,Biological Sciences
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/19/14,5,19,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Psychology
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/19/14,5,19,2014,Undergrad,University of Maryland at Baltimore County (UMBC),History
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Communication
5/19/14,5,19,2014,Grad,University of Maryland at College Park (UMCP),Biological Sciences
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Communication
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Communication
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Undergrad,University of Maryland at Baltimore County (UMBC),History
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/19/14,5,19,2014,Undergrad,"University of Maryland, University College (UMUC)",Computer & Information Science
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Psychology
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/19/14,5,19,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/19/14,5,19,2014,Undergrad,Bowie State University,Nursing
5/19/14,5,19,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/19/14,5,19,2014,Grad,University of Maryland at Baltimore County (UMBC),Biological Sciences
5/19/14,5,19,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/19/14,5,19,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Biotechnology
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/19/14,5,19,2014,Undergrad,University of Maryland at College Park (UMCP),Health Systems Management
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Criminology & Criminal Justice
5/18/14,5,18,2014,Grad,University of Maryland at College Park (UMCP),Education
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/18/14,5,18,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Communication
5/18/14,5,18,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Psychology
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Communication
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Computer & Information Science
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Communication
5/18/14,5,18,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/18/14,5,18,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Psychology
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/18/14,5,18,2014,Undergrad,"University of Maryland, University College (UMUC)",Criminology & Criminal Justice
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/18/14,5,18,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/16/14,5,16,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/16/14,5,16,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/15/14,5,15,2014,Undergrad,Other,Psychology
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Computer & Information Science
5/15/14,5,15,2014,Undergrad,Salisbury University,Respiratory Therapy
5/15/14,5,15,2014,Undergrad,Salisbury University,Respiratory Therapy
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Health Systems Management
5/15/14,5,15,2014,Grad,University of Maryland at Baltimore County (UMBC),Computer & Information Science
5/15/14,5,15,2014,Grad,University of Maryland at Baltimore County (UMBC),Industrial-Organizational Psychology
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Other
5/15/14,5,15,2014,Undergrad,Bowie State University,Industrial-Organizational Psychology
5/15/14,5,15,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Criminology & Criminal Justice
5/15/14,5,15,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Psychology
5/15/14,5,15,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Psychology
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/15/14,5,15,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Education
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Other
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/15/14,5,15,2014,Grad,University of Maryland at College Park (UMCP),Biological Sciences
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Communication
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Communication
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/15/14,5,15,2014,Undergrad,University of Maryland at Eastern Shore (UMES),Engineering
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Criminology & Criminal Justice
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/15/14,5,15,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Criminology & Criminal Justice
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Education
5/14/14,5,14,2014,Grad,University of Maryland at College Park (UMCP),Education
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/14/14,5,14,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Psychology
5/14/14,5,14,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Political Science
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/14/14,5,14,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Psychology
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Criminology & Criminal Justice
5/14/14,5,14,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Biological Sciences
5/14/14,5,14,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Biological Sciences
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/14/14,5,14,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Business
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Other
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/14/14,5,14,2014,Undergrad,"University of Maryland, University College (UMUC)",Business
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/14/14,5,14,2014,Grad,University of Maryland at Baltimore County (UMBC),Biological Sciences
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Other
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Other
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/14/14,5,14,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Psychology
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Communication
5/14/14,5,14,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/14/14,5,14,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/14/14,5,14,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/14/14,5,14,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/14/14,5,14,2014,Undergrad,University of Maryland at Eastern Shore (UMES),Hotel and Restaurant Management
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/14/14,5,14,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Other
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/14/14,5,14,2014,Grad,University of Maryland at College Park (UMCP),Public Administration
5/14/14,5,14,2014,Undergrad,University of Maryland at Eastern Shore (UMES),Computer & Information Science
5/14/14,5,14,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/14/14,5,14,2014,Faculty,"University of Maryland, University College (UMUC)",History
5/14/14,5,14,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Psychology
5/13/14,5,13,2014,Grad,University of Maryland at Baltimore (UMB),Pharmacy
5/13/14,5,13,2014,Undergrad,"University of Maryland, University College (UMUC)",Information Management
5/13/14,5,13,2014,Grad,University of Maryland at College Park (UMCP),Education
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Social Sciences
5/13/14,5,13,2014,Grad,"University of Maryland, University College (UMUC)",Other
5/13/14,5,13,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Health Systems Management
5/13/14,5,13,2014,Grad,University of Maryland at College Park (UMCP),Biological Sciences
5/13/14,5,13,2014,Grad,University of Maryland at College Park (UMCP),Public Health Science
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/13/14,5,13,2014,Grad,Bowie State University,Other
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/13/14,5,13,2014,Grad,University of Maryland at Baltimore (UMB),Pharmacy
5/13/14,5,13,2014,Grad,University of Baltimore (UB),Pharmacy
5/13/14,5,13,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/13/14,5,13,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/13/14,5,13,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/13/14,5,13,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/13/14,5,13,2014,Undergrad,Towson University,Nursing
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Criminology & Criminal Justice
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/13/14,5,13,2014,Grad,University of Maryland at College Park (UMCP),Business
5/13/14,5,13,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Psychology
5/13/14,5,13,2014,Grad,University of Maryland at College Park (UMCP),Business
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/13/14,5,13,2014,Undergrad,"University of Maryland, University College (UMUC)",Computer & Information Science
5/13/14,5,13,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/13/14,5,13,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/13/14,5,13,2014,Undergrad,University of Maryland at Eastern Shore (UMES),Hotel and Restaurant Management
5/13/14,5,13,2014,Undergrad,University of Maryland at Baltimore County (UMBC),History
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/13/14,5,13,2014,Undergrad,Other,Other
5/13/14,5,13,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/13/14,5,13,2014,Undergrad,University of Maryland at Baltimore County (UMBC),History
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/13/14,5,13,2014,Grad,University of Maryland at Baltimore County (UMBC),Education
5/13/14,5,13,2014,Undergrad,Bowie State University,Nursing
5/13/14,5,13,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/13/14,5,13,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/13/14,5,13,2014,Undergrad,University of Maryland at College Park (UMCP),Criminology & Criminal Justice
5/13/14,5,13,2014,Undergrad,"University of Maryland, University College (UMUC)",Information Management
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/12/14,5,12,2014,Undergrad,University of Maryland at Baltimore (UMB),Biological Sciences
5/12/14,5,12,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Psychology
5/12/14,5,12,2014,Grad,University of Maryland at Baltimore (UMB),Pharmacy
5/12/14,5,12,2014,Grad,University of Maryland at Baltimore (UMB),Pharmacy
5/12/14,5,12,2014,Grad,University of Maryland at Baltimore County (UMBC),Other
5/12/14,5,12,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/12/14,5,12,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Public Health Science
5/12/14,5,12,2014,Undergrad,Bowie State University,Nursing
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Engineering
5/12/14,5,12,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/12/14,5,12,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Social Work
5/12/14,5,12,2014,Grad,University of Maryland at College Park (UMCP),Engineering
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Other
5/12/14,5,12,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/12/14,5,12,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Political Science
5/12/14,5,12,2014,Undergrad,University of Maryland at Eastern Shore (UMES),Hotel and Restaurant Management
5/12/14,5,12,2014,Undergrad,University of Maryland at Baltimore County (UMBC),Psychology
5/12/14,5,12,2014,Undergrad,University of Maryland at Eastern Shore (UMES),Hotel and Restaurant Management
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Biological Sciences
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Business
5/12/14,5,12,2014,Undergrad,University of Maryland at College Park (UMCP),Business
